id,created_at,full_text,year,Bad
1902401408,Sun May 24 13:19:31 +0000 2009,"#dnd tip: It's hard to keep a villain reoccurring. Don't overuse one way. Have them become an ally, resurrect, flee,  or fight from shadows",2009,
1913898695,Mon May 25 16:46:12 +0000 2009,#dnd tip: try having minions at paragon and above deal their level in damage.,2009,
1919253160,Tue May 26 02:34:22 +0000 2009,"#dnd tip: Keep a card for each of your players with their playstyle, goals, and your plans to keep them engaged.",2009,
1922511610,Tue May 26 11:19:56 +0000 2009,#dnd tip: Be creative and run a battle or two without maps or minis for a random encounter or two.,2009,
1934632267,Wed May 27 11:05:58 +0000 2009,#dnd tip: Combat is a poor failure condition for a skill challenge. It can add an extra hour to your normal game. Take surges instead.,2009,
1946191583,Thu May 28 11:27:55 +0000 2009,#dnd tip: bring out minions in waves of four to reduce the effectiveness of blasts. The cleric's Solar Wrath is devastating to minions.,2009,
1959282007,Fri May 29 12:57:46 +0000 2009,#dnd tip: Keep Dungeon Tiles separated by set to make it easy to find the pieces you need.,2009,
1966599094,Sat May 30 01:03:37 +0000 2009,"#dnd tip: want a movie with a great D&D-style storyline? Try Carpenter's ""Prince of Darkness"". The scariest villains are often unseen.",2009,
1970965383,Sat May 30 12:48:37 +0000 2009,#dnd tip: Playing a high-level one-shot? Consider eliminating paragon paths and epic destinies to streamline and balance the character.,2009,
1975298478,Sat May 30 21:51:57 +0000 2009,#dnd tip: Always try to run your party through four or five combats before they get a full rest or they'll power through things too often.,2009,
1977000071,Sun May 31 02:49:46 +0000 2009,#dnd tip: use sticky notes to post elite templates or modified hp / damage house rules right next to the stat block in your MM or adventure.,2009,
1981170422,Sun May 31 15:34:37 +0000 2009,#dnd tip: consider offering to update the character sheets of your players using the Character Builder. Gives you am idea of their powers.,2009,
1984361393,Sun May 31 21:57:32 +0000 2009,#dnd tip: Don't forget that monsters can take minor actions instead of move actions. Solos and Elites may make up to three attacks a round.,2009,
1990361383,Mon Jun 01 11:39:30 +0000 2009,#dnd tip: The Players Handbook 2 character backgrounds are a great way for non-roleplayers to get into their characters past.,2009,
2004088451,Tue Jun 02 14:38:51 +0000 2009,#dnd tip: use roleplaying and theatrics to lighten up dull moments in battles.,2009,
2011018787,Wed Jun 03 01:20:45 +0000 2009,"#dnd tip: from @chattyDM; run eight session ""Seasonal Campaigns"" to let your players try out new classes and races. ",2009,
2015254101,Wed Jun 03 11:09:12 +0000 2009,#dnd tip: from reader Luke; maximize player and monster damage to speed up combat quite a bit with fewer rounds and fewer rolls.,2009,
2024275530,Thu Jun 04 02:00:32 +0000 2009,"#dnd tip: Don't be a slave to a creature's published hit points. If a battle is dragging, give the party a critical kill.",2009,
2037022826,Fri Jun 05 01:01:03 +0000 2009,"#dnd tip: Keep careful track of your monsters' immediate abilities, especially death-based instants. Write a note where you track their HPs.",2009,
2041632202,Fri Jun 05 11:22:06 +0000 2009,#dnd tip: don't be shy to talk in voices. Have fun with it. There us no ego in D&D (except those dwarves).,2009,
2051135176,Sat Jun 06 02:55:39 +0000 2009,#dnd tip: Use house rules you can enforce on the DM side of the screen so players aren't jerked around by your new strange rules.,2009,
2060166228,Sun Jun 07 01:23:14 +0000 2009,#dnd tip: Mix your dungeon tiles and dwarven forge together. Place the flat tiles within dwarven forge rooms for added detail.,2009,
2065143949,Sun Jun 07 14:59:27 +0000 2009,#dnd tip: Good tips for challenging your powergamer / tactical players:  ,2009,
2075271122,Mon Jun 08 12:00:57 +0000 2009,#dnd tip: Read up on future modules and Introduce major npcs from those modules early in your campaign.,2009,
2084289223,Tue Jun 09 01:56:07 +0000 2009,"#dnd tip: tweak your boss monster to challenge your party by replacing powers or adding alternate abilities. Check Open Grave, page 220.",2009,
2088591008,Tue Jun 09 12:00:16 +0000 2009,#dnd tip: Need some quick PCs for a one shot or dungeon delve? Use the DMG rules for NPC creation for limited PCs.,2009,
2095434882,Tue Jun 09 22:28:42 +0000 2009,"#dnd tip: The PHB2 and Forgotten Realms ""backgrounds"" work well for NPCs and bad guys as well as PCs. Use them for a quick NPC seed.",2009,
2102334166,Wed Jun 10 12:00:15 +0000 2009,#dnd tip: soak notes in coffee to give them an aged look.,2009,
2112169354,Thu Jun 11 02:56:23 +0000 2009,"#dnd tip: Remember that monsters can use multiple minor powers in a round - even the same power - if it isn't a ""once per round"" ability.",2009,
2116060206,Thu Jun 11 12:00:12 +0000 2009,#dnd tip: watch your players to get a feel for their excitement and boredom. Figure out what they like and hate.,2009,
2130328114,Fri Jun 12 12:00:16 +0000 2009,#dnd tip: set up your battles and try a few rounds out solo to get a feel for the battlefield before the big game.,2009,
2148705933,Sat Jun 13 01:54:43 +0000 2009,"#dnd tip: have your players tell you one ""secret"" that their PCs are keeping from the rest. Sometimes you need to add a little drama.",2009,
2152989429,Sat Jun 13 12:00:10 +0000 2009,#dnd tip: Dwarven Forge's strength is in 3D environments. Use platforms and multi-levels. Build upwards!,2009,
2164446428,Sun Jun 14 12:00:10 +0000 2009,#dnd tip: Screen grab and paste monster statblocks from the compendium into a horizontal Word document to build your own encounter sheet.,2009,
2176894309,Mon Jun 15 12:00:13 +0000 2009,#dnd tip: Bax the Dragonborn in the Thunderspire adventure can make for a great redemption story arc. Use him but not for combat.,2009,
2191309540,Tue Jun 16 12:00:10 +0000 2009,#dnd tip: sometimes you might tell a NPC's backstory even after their dead. Maybe thinking with a shield bash was a hasty choice.,2009,
2205560310,Wed Jun 17 12:00:06 +0000 2009,#dnd tip: *trollhaunt spoiler* Let players plan their defense of Moonstair. Make it their Helm's Deep.,2009,
2212320188,Wed Jun 17 20:57:05 +0000 2009,#dnd tip: use the backgrounds in the Eberron PHB as story seeds for your campaign or backgrounds for your npcs.,2009,
2221242776,Thu Jun 18 12:00:07 +0000 2009,"#dnd tip: Want to speed up a game or miss the 3.5 swing? Add a ""double damage on critical"" house rule.",2009,
2231537550,Fri Jun 19 01:41:12 +0000 2009,#dnd tip: watch your players to get a feel for their excitement and boredom. Figure out what they like and hate.,2009,
2237006882,Fri Jun 19 12:00:07 +0000 2009,#dnd tip: Use house rules you can enforce on the DM side of the screen so players aren't jerked around by your new strange rules.,2009,
2244647589,Fri Jun 19 22:01:36 +0000 2009,"#dnd tip: Want more roleplaying in your combat-focused 4e game? Add it TO the combat! Banter between combatants, skill challenges, etc.",2009,
2251930917,Sat Jun 20 12:00:05 +0000 2009,#dnd tip: Give physical props to your players as a larping gateway drug.,2009,
2257863839,Sat Jun 20 22:00:59 +0000 2009,#dnd tip: You can scale Dungeon Delves up to 4 levels above or below your party's level. That's nine adventures for nearly any level.,2009,
2264807523,Sun Jun 21 12:00:05 +0000 2009,#dnd tip: Players spending too much time twittering or texting at the table? Ask yourself what you can do to draw them back into the game.,2009,
2277913389,Mon Jun 22 12:00:10 +0000 2009,#dnd tip: catagorize and store minis based on the numbers you have. Mix orcs and gnolls if they aren't that numerous.,2009,
2287736565,Tue Jun 23 01:13:22 +0000 2009,#dnd tip: set up your battles and try a few rounds out solo to get a feel for the battlefield before the big game.,2009,
2293525201,Tue Jun 23 12:00:07 +0000 2009,"#dnd tip: Have a rules lawyer at the table? Make his or position official as a rules moderator. Make sure they are objective, though.",2009,
2309366275,Wed Jun 24 12:00:08 +0000 2009,#dnd tip: Remember that power gamers are a legitimate player type. Make the game exciting for them with detaled and interesting encounters.,2009,
2325211341,Thu Jun 25 12:00:18 +0000 2009,#dnd tip: Draw your power gamer in with an intelligent item that grants nice bonuses with the right roleplaying.,2009,
2342791216,Fri Jun 26 12:00:11 +0000 2009,#dnd tip: Write your own flavor text. Keep it short and make it heroic or epic.,2009,
2358036143,Sat Jun 27 12:00:07 +0000 2009,#dnd tip: turn your character into a deck by using hard card sleeves with the character and power cards from the Builder.,2009,
2364659772,Sat Jun 27 22:59:52 +0000 2009,#dnd tip: add some normal skirmishers two or three rounds into your big solo battle.,2009,
2370850184,Sun Jun 28 12:00:06 +0000 2009,#dnd tip: tape or paste the errata update to difficulty check scores per level to your DM screen. It's a valuable aid.,2009,
2386490283,Mon Jun 29 12:00:18 +0000 2009,#dnd tip: try running random encounters without a battle map. Just use descriptions. Mix them with skill challenges.,2009,
2393116659,Mon Jun 29 20:45:51 +0000 2009,#dnd tip: little cut out circles of red construction paper make great pools of blood to decorate the battlefield during an encounter.,2009,
2395926628,Tue Jun 30 00:21:49 +0000 2009,#dnd tip: Dungeoncraft essays by Ray Winninger recommended by Mike Mearls:  ,2009,
2402515413,Tue Jun 30 12:00:19 +0000 2009,"#dnd tip: send email to specific players to give them info only their character knows. Be careful not to drive a wedge between them, though.",2009,
2410794262,Tue Jun 30 22:27:56 +0000 2009,#dnd tip: awesome tip of using a double dog dish as a dice roller from @unclebear : ,2009,
2430790525,Thu Jul 02 02:45:26 +0000 2009,#dnd tip: Run some encounters as flashbacks or dream sequences to show instead of tell the background of the story. Don't overdo it.,2009,
2430790529,Thu Jul 02 02:45:26 +0000 2009,#dnd tip: Run some encounters as flashbacks or dream sequences to show instead of tell the background of the story. Don't overdo it.,2009,
2430790611,Thu Jul 02 02:45:27 +0000 2009,#dnd tip: Run some encounters as flashbacks or dream sequences to show instead of tell the background of the story. Don't overdo it.,2009,
2430790669,Thu Jul 02 02:45:27 +0000 2009,#dnd tip: Run some encounters as flashbacks or dream sequences to show instead of tell the background of the story. Don't overdo it.,2009,
2436999897,Thu Jul 02 13:48:10 +0000 2009,"#dnd tip: for a powerful party, use terrain effects that don't affect monsters. It's an experience-budget-free way to increase challenge.",2009,
2468388457,Sat Jul 04 12:00:02 +0000 2009,#dnd tip: Everyone in Eberron has been affected by the Last War. Everyone knows someone who died. How will that play into your PCs and NPCs?,2009,
2481538133,Sun Jul 05 12:00:03 +0000 2009,#dnd tip: Why do your bad guys think they are right? What makes them heroes in their own eyes?,2009,
2495903069,Mon Jul 06 12:01:01 +0000 2009,#dnd tip: Take a minute to review the monsters in your next encounter just before running it. Any auras or immediates to remember?,2009,
2512885535,Tue Jul 07 12:00:04 +0000 2009,"#dnd tip: Precision dice may sound cool and the Col sure is a great salesman, but the ink runs and round-edged dice play just fine.",2009,
2531249277,Wed Jul 08 12:00:06 +0000 2009,#dnd tip: Use changing environments to really spice up a battle. Did that fire elemental open a pool of molten rock? Will the walls burn?,2009,
2549103304,Thu Jul 09 12:00:03 +0000 2009,#dnd tip: Watch Indiana Jones or Maltise Falcon to get in your Eberron mind-set. Think high adventure!,2009,
2566973171,Fri Jul 10 12:00:08 +0000 2009,#dnd tip: Bosses dying too fast? What if they are immortal except if their orbs of power are broken?,2009,
2582886593,Sat Jul 11 12:00:03 +0000 2009,#dnd tip: The gargantuan blue dragon mini works well as a Tarrasque.,2009,
2597685154,Sun Jul 12 12:00:03 +0000 2009,#dnd tip: Stunning a paladin is a good way to break off his or her divine challenge. This can be critical for solo creatures.,2009,
2613023732,Mon Jul 13 12:00:05 +0000 2009,#dnd tip: Reuse old battle maps from published adventures by changing the monsters and the environmental effects.,2009,
2631042327,Tue Jul 14 12:00:06 +0000 2009,#dnd tip: The straight dracolich in MM1 is probably too stun-heavy for a good time. Consider the dracolich alts in Open Grave instead.,2009,
2649823707,Wed Jul 15 12:00:05 +0000 2009,#dnd tip: War devil minis can stand in for many other demon and devil minis. They're a good universal winged red nasty.,2009,
2668418568,Thu Jul 16 12:00:02 +0000 2009,#dnd tip: Write out your treasure parcels on sticky notes you can paste right into your adventure books.,2009,
2687086972,Fri Jul 17 12:00:04 +0000 2009,"#dnd tip: If you're too shy or embarrassed to ""use the voices"", try roleplaying in the third person. It's not quite as odd.",2009,
2705310152,Sat Jul 18 12:00:03 +0000 2009,#dnd tip: think early about where each character's epic destiny may lie. Where is their path taking them?,2009,
2721142727,Sun Jul 19 12:00:05 +0000 2009,#dnd tip: Who will be the Belloq (of Raiders of the Lost Ark fame) in your Eberron campaign. Nothing builds a good story like a good rival.,2009,
2737500770,Mon Jul 20 12:00:05 +0000 2009,#dnd tip: always consider what environmental effect you can add to an encounter room.,2009,
2756656195,Tue Jul 21 12:00:03 +0000 2009,#dnd tip: not everything needs to be a skill challenge. Sometimes all you need is a series of skill checks.,2009,
2776612591,Wed Jul 22 12:00:04 +0000 2009,#dnd tip: Everything in Eberron is fantastic. Towers so vast they have weather within them. Bridges that span drops beyond sight. Fantastic.,2009,
2796904342,Thu Jul 23 12:00:07 +0000 2009,#dnd tip: What motivations guide the drive of a thousand year old lich? What would such a creature want? Consider age with motive.,2009,
2817175108,Fri Jul 24 12:00:03 +0000 2009,#dnd tip: Use Asmor's treasure parcel generator to build out a level's worth of treasure ahead of time:  ,2009,
2836351042,Sat Jul 25 12:00:03 +0000 2009,#dnd tip: Not every battle has to be in wide open rooms. Consider a series of cramped hallways as a single encounter.,2009,
2852239207,Sun Jul 26 12:00:03 +0000 2009,"#dnd tip: Build encounters based on your favorite action scenes. Think ""House of Blue Leaves"" from Kill Bill.",2009,
2872395888,Mon Jul 27 16:00:45 +0000 2009,#dnd tip: Always ask your players if they're having a good time but also watch their body language during the game.,2009,
2888684894,Tue Jul 28 12:00:02 +0000 2009,#dnd tip: Think of ways to run your game like a three-ring circus. Give them more to see than they can handle and they'll stay engaged.,2009,
2889815405,Tue Jul 28 13:36:08 +0000 2009,#dnd tip: Good list of retired heroes called back to action - great background ideas for NPC heroes or villains:  ,2009,
2908326070,Wed Jul 29 12:00:04 +0000 2009,"#dnd tip: Add statues, gargoyles, columns, mirrors, and other objects that don't actually do anything just to throw off your players.",2009,
2928833254,Thu Jul 30 12:00:04 +0000 2009,#dnd tip: The key to keeping a beholder dangerous is keeping everyone within 5 for the aura. Have him float four squares above the party.,2009,
2949819232,Fri Jul 31 12:00:05 +0000 2009,#dnd tip: found a great zombie tile graphic to use for zombie hordes like those found in Demon Queen's Enclave:  ,2009,
3069042032,Sat Aug 01 12:00:04 +0000 2009,"#dnd tip: For storing Dwarven Forge pieces, try the Sterlite 7 Drawer craft cart for $30. Holds 6 sets per cart. ",2009,
3085598405,Sun Aug 02 12:00:03 +0000 2009,#dnd tip: The gargantuan ancient black dragon miniature works well as the main boss Nightwyrm Fortress.,2009,
3091215190,Sun Aug 02 20:00:29 +0000 2009,#dnd tip: Print monsters on 5x8 cards using the Monster Builder. They look far better than the scaled images. It's like a monster deck!,2009,
3102979197,Mon Aug 03 12:00:04 +0000 2009,#dnd tip: What interesting plot motives do each of Demogorgon's heads have? Surely they conflict. He's a one-character plot twist!,2009,
3123021012,Tue Aug 04 12:00:05 +0000 2009,"#dnd tip: Mix slaughter wights and bodaks for a devastating weaken to death gaze attack combination. Take that, powergamers!",2009,
3143973296,Wed Aug 05 12:00:03 +0000 2009,#dnd tip: Use magic items and treasure as keys or other plot hooks into the rest of your story. Who will hunt the party down for that loot?,2009,
3165302742,Thu Aug 06 12:00:04 +0000 2009,"#dnd tip: You only get one chance to do a particular scene right. Blow it and you can never try it again. Prepare, prepare, prepare!",2009,
3176829596,Fri Aug 07 12:00:04 +0000 2009,#dnd tip: Be wary of high level soldiers. Missing all the time steals the fun away from players. High level brutes are more rewarding.,2009,
3192217278,Sat Aug 08 12:00:03 +0000 2009,"#dnd tip: Boneclaws work best when they're using their substantial OA effects on ranged and  casters. Against defenders, they're not useful.",2009,
3206599209,Sun Aug 09 12:00:04 +0000 2009,"#dnd tip: Even for your two or three encounter nightly game, think about the story hook for that game. Think of it as a TV episode.",2009,
3216720340,Mon Aug 10 00:41:59 +0000 2009,#dnd tip: Here's my current favorite initiative and condition tracking system. It's almost free! ,2009,
3223851807,Mon Aug 10 12:01:44 +0000 2009,#dnd tip: Hazardous zones are only useful to your monsters if they can push and pull. PCs have lots of ways to move enemies. Monsters don't.,2009,
3244304258,Tue Aug 11 12:15:04 +0000 2009,#dnd tip: Players not paying attention at the game? Find ways to draw them back in without being pushy or confrontational. It's all for fun.,2009,
3264008390,Wed Aug 12 12:00:04 +0000 2009,#dnd tip: Tie back to a character's background at least once every five games. Ask yourself how you can tie to the player's creative work.,2009,
3278132482,Thu Aug 13 02:21:10 +0000 2009,#dnd tip: from @chattydm. Stop being self consious and just go for it. Apparently alcohol can help.,2009,
3284859629,Thu Aug 13 12:00:05 +0000 2009,#dnd tip: Choose and suggest movies for your players to watch to get into the mood of your campaign. Is yours Harry Potter or The Fountain?,2009,
3306230717,Fri Aug 14 12:00:05 +0000 2009,#dnd tip: Rolling attacks and damage isn't always faster. Sometimes it's easier and faster for a player to take a step at a time.,2009,
3327087837,Sat Aug 15 12:00:03 +0000 2009,"#dnd tip: Have trouble beginning your game? Write down a short, strong, and powerful introductory sentence: ""Your friend, Hodar, is dead""",2009,
3343378253,Sun Aug 16 12:00:03 +0000 2009,#dnd tip: Create a Diablo-style loot pinata by crying out loud and throwing 3x5 treasure item cards into the air when your boss dies.,2009,
3360346752,Mon Aug 17 12:00:05 +0000 2009,"#dnd tip: Always be on the lookout for a good prop. Antique shops, party stores, and dollar stores have great selections of crazy things.",2009,
3381204862,Tue Aug 18 12:00:04 +0000 2009,#dnd tip: Skim through the DMG every month or so to refresh your ideas and get you thinking about how to improve your game.,2009,
3403709516,Wed Aug 19 12:00:05 +0000 2009,"#dnd tip: modify the traps on page 87-93 of the DMG by changing targets, elements, or effects.",2009,
3426086991,Thu Aug 20 12:00:03 +0000 2009,#dnd tip: Consider your villain's dialog carefully. A misplaced word can mean the difference between being sinister and being silly.,2009,
3448310082,Fri Aug 21 12:00:05 +0000 2009,#dnd tip: Running an encounter on a ship or airship? Have the rocking of the boat push and pull the combatants as an environmental effect.,2009,
3470683842,Sat Aug 22 12:00:03 +0000 2009,#dnd tip: Use a good word processing program to make good-looking quest cards with pictures and clear quest motivations.,2009,
3490669394,Sun Aug 23 12:00:03 +0000 2009,#dnd tip: Clear quest goals help tie your players to the story. Don't put too many twists into them. Players want to feel in control.,2009,
3511189566,Mon Aug 24 12:00:23 +0000 2009,#dnd tip: What is your adventure's soundtrack? Listen to your old tunes while dreaming your adventure like Tarrantino: ,2009,
3533377102,Tue Aug 25 12:00:06 +0000 2009,"#dnd tip: When using +1 tokens as motivators for fast rounds, let them trade them to another player when needed.",2009,
3554909357,Wed Aug 26 12:00:09 +0000 2009,#dnd tip: Three battles taking too much time? Drop it to two battles with some leisure time for skill challenges and roleplaying.,2009,
3577759963,Thu Aug 27 12:00:04 +0000 2009,#dnd tip: Order food and have it ready before the game begins. Interrupting a game for food can take up valuable time.,2009,
3601136787,Fri Aug 28 12:00:05 +0000 2009,#dnd tip: Customize your skill challenges to make them personal for the characters. Use them to aid in background creation and char plots.,2009,
3623854481,Sat Aug 29 12:00:05 +0000 2009,#dnd tip: Give bosses a way to control environments. Fire elementals may leave trails of molten rock or giants may crush walls.,2009,
3643969420,Sun Aug 30 12:00:07 +0000 2009,"#dnd tip: Be careful of making the black dragon's dark cloud too cheesy. Think of it as an offensive tool, not a defensive one.",2009,
3664164779,Mon Aug 31 12:00:10 +0000 2009,#dnd tip: Use elemental miniatures as flame effects for your battle maps. They look great.,2009,
3686868689,Tue Sep 01 12:00:16 +0000 2009,"#dnd tip: For a buck, the cultist miniature in Legendary Evils is a great generic spellcaster.  ",2009,
3709871345,Wed Sep 02 12:00:06 +0000 2009,#dnd tip: Let your players play dominated characters. Just ensure they act as their master wishes. Some players really love this chance.,2009,
3732148090,Thu Sep 03 12:00:06 +0000 2009,#dnd tip: Add two monsters for every character you have in an encounter above five. One monster isn't enough to push the battle difficulty.,2009,
3755330697,Fri Sep 04 12:00:06 +0000 2009,"#dnd tip: On a Mac, Shift Control Command 4 lets you screengrab the monster stat block from the monster builder or the D&D compendium.",2009,
3777620529,Sat Sep 05 12:00:04 +0000 2009,#dnd tip: Use twine to tie scroll props. It makes them look authentic.,2009,
3797279419,Sun Sep 06 12:00:05 +0000 2009,#dnd tip: Use authentic images from the internet for handouts. Aztec sacrifical artwork makes for great creepy findings in an ancient tomb.,2009,
3817269892,Mon Sep 07 12:00:10 +0000 2009,#dnd tip: Travel lite to your game. You probably only need your character sheet and a PHB. Don't bother grabbing all those books.,2009,
3838758472,Tue Sep 08 12:00:08 +0000 2009,"#dnd tip: A subscription to D&D Insider can save you a lot of money if you don't buy all the books. Who really needs every ""power"" book?",2009,
3861695381,Wed Sep 09 12:00:04 +0000 2009,#dnd tip: Ensure your players are paying attention during the character's turn right before them. Let them preroll their attack and damage.,2009,
3885804099,Thu Sep 10 12:00:05 +0000 2009,#dnd tip: Buy cheap $2 whiteboards for your players. Have them write attack and damage for the DM on the board and hold it up.,2009,
3909624245,Fri Sep 11 12:00:29 +0000 2009,#dnd tip: Always keep 3x5 cards handy to give secret notes to players.,2009,
3932606901,Sat Sep 12 12:00:04 +0000 2009,#dnd tip: Secretly let a player know they're dominated. Hand out multiple notes to make it impossible to tell who.,2009,
3953423647,Sun Sep 13 12:00:06 +0000 2009,#dnd tip: Work on your dynamic voice projection. Nothing can steal a game's energy than a mumbling DM.,2009,
3978616324,Mon Sep 14 12:00:05 +0000 2009,#dnd tip: Take a few minutes at the beginning of some sessions to talk about the player group and what bonds them together.,2009,
3982448056,Mon Sep 14 15:51:14 +0000 2009,#dnd tip: Be like @wilw. Come up with your own Oath of Enmity whether it be authentic elven or a cutting dwarven insult.,2009,
3989054209,Mon Sep 14 21:27:09 +0000 2009,#dnd tip: think about the forked decisions you'll offer in upcoming games. Forks are the middle ground between sandboxes and rails.,2009,
4003018094,Tue Sep 15 12:00:07 +0000 2009,"#dnd tip: Roll for skill checks often, even if you have a story element you plan on just  telling to the party. Don't just give it to them.",2009,
4027612107,Wed Sep 16 12:00:05 +0000 2009,"#dnd tip: Don't be afraid in the epic tier to make big changes or as quoted from the high level talk ""Go ahead and blow up Vulcan.""",2009,
4082798726,Fri Sep 18 16:56:15 +0000 2009,"#dnd tip: Use a few 3x5 cards, one for each scene, with talking points and decision trees for your night's adventure.",2009,
4101018992,Sat Sep 19 12:00:04 +0000 2009,#dnd tip: Don't always put all your monsters out at once. Put them out in waves. Don't hesitate to attack from behind or ambush a campfire.,2009,
4101019133,Sat Sep 19 12:00:04 +0000 2009,#dnd tip: Firegiant miniatures work very well for enlarged Duergar.,2009,
4103326581,Sat Sep 19 14:52:34 +0000 2009,#dnd tip: it's a good time to find props for your game at the local party store with Halloween coming. Prices are best after Oct 31 however.,2009,
4122418193,Sun Sep 20 12:00:07 +0000 2009,#dnd tip: Try to maintain a relaxed and neutral DM style. Save your emotion for your NPCs.,2009,
4144772973,Mon Sep 21 12:00:12 +0000 2009,#dnd tip: Remind players that immediate actions of their PCs require their attention off of their turn. Don't remind them if they miss it.,2009,
4170366483,Tue Sep 22 12:00:08 +0000 2009,"#dnd tip: Don't be afraid to call a battle early, but do so in game terms. Turn them into minions or have them flee or escape.",2009,
4313691812,Wed Sep 23 12:00:06 +0000 2009,#dnd tip: Don't tell players  if you make something easier or harder on the fly. Don't tell them you did it even afterwards.,2009,
4333512134,Thu Sep 24 03:32:35 +0000 2009,#dnd tip: give your party a nice tricky riddle-based puzzle when you have to go pee.,2009,
4340020467,Thu Sep 24 12:00:09 +0000 2009,#dnd tip: Get your game table fully prepped before your players show up to save time.,2009,
4366673457,Fri Sep 25 12:00:05 +0000 2009,"#dnd tip: Let people take a quick break before your third encounter. We call it the ""second encounter stretch"". yaaawwwnnn.",2009,
4392148962,Sat Sep 26 12:00:08 +0000 2009,#dnd tip: You don't need a million dice at your table. Four or five of each type is enough. Mix the colors for multiple attacks.,2009,
4415488164,Sun Sep 27 12:00:05 +0000 2009,#dnd tip: Outline minor quests for each of your players to keep them engaged in the story.,2009,
4440973231,Mon Sep 28 12:00:08 +0000 2009,#dnd tip: Make sure to have significant choices for your players every two or three games. Make them big ones without clear outcomes.,2009,
4468293407,Tue Sep 29 12:00:09 +0000 2009,"#dnd tip: Consider the game ""Mass Effect"" for meaningful NPC dialog. It's rare to see a game with such a widespread plotline.",2009,
4487883843,Wed Sep 30 02:55:04 +0000 2009,"#dnd tip: When running a Demilich, remember the Soul Drain is the primary attack. Damage almost doesn't matter. Keep Soul Draining! #dnd",2009,
4495374415,Wed Sep 30 12:00:05 +0000 2009,#dnd tip: Mix open map and dungeon encounters to give your players a variety of battlefields.,2009,
4522887425,Thu Oct 01 12:00:12 +0000 2009,#dnd tip: Use minions for your battles without battle maps. They're easier to run without seeing it on the table.,2009,
4550860785,Fri Oct 02 12:00:10 +0000 2009,#dnd tip: Have you reviewed your player goal chart today?,2009,
4577379086,Sat Oct 03 12:00:05 +0000 2009,"#dnd tip: Watch ""Fifth Element"" to get yourself into the mood and steal some details for Sharn, the City of Towers in Eberron.",2009,
4601471511,Sun Oct 04 12:00:05 +0000 2009,#dnd tip: Avoid zone effects that immobilize or stun. They're very sticky and players will often remain stuck for a long time.,2009,
4626332439,Mon Oct 05 12:00:12 +0000 2009,"#dnd tip: Stagger your action and storytelling in your game. Like ""Walker, Texas Ranger"", always have a fist fight every 12 minutes.",2009,
4653361097,Tue Oct 06 12:00:07 +0000 2009,#dnd tip: Stand up to keep yourself and your players full of energy. Move around and be dynamic at the table.,2009,
4680425565,Wed Oct 07 12:00:06 +0000 2009,"#dnd tip: Write 3x5 ""situational motivator"" cards for your players ala ""Syndoche, New York"". ""Your intelligent sword speaks of your death"".",2009,
4732615670,Fri Oct 09 12:00:14 +0000 2009,#dnd tip: Update your minions with increased damage from the DMG2.,2009,
4759034111,Sat Oct 10 12:00:06 +0000 2009,#dnd tip: Let some ongoing damage stack to break through PC resistances. Use sparingly.,2009,
4782756720,Sun Oct 11 12:00:06 +0000 2009,#dnd tip: Mix in monsters with varying elemental damage types to avoid complete negation due to resistances.,2009,
4799082964,Mon Oct 12 02:28:46 +0000 2009,"#dnd tip: When running an epic-level one-shot game, plan for 2 hour battles. It's fun, but the battles are looong.",2009,
